,index,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53,smiles
2135,2136,NCGC00095166-04,ZDPIZLCVJAAHHR-UHFFFAOYSA-N,NCGC00095166-04,2136,training,3.0,,,,,,,,0.0,,0.0,,,Cc1nc(C)c(Cl)c(O)c1Cl
2136,2137,NCGC00095795-06,GPTXWRGISTZRIO-UHFFFAOYSA-N,NCGC00095795-06,2137,training,,,,,,,,,0.0,,0.0,,,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
2137,2138,NCGC00016261-08,LXNHXLLTXMVWPM-UHFFFAOYSA-N,NCGC00016261-08,2138,training,0.0,,,,,,,,0.0,,0.0,,,Cc1ncc(CO)c(CO)c1O
2138,2139,NCGC00159384-04,KFZXVMNBUMVKLN-UHFFFAOYSA-N,NCGC00159384-04,2139,training,,,,,,,,,0.0,,0.0,,,Cc1cc(O)c(C(C)C)cc1Cl
2139,2140,NCGC00016010-09,KFVSLSTULZVNPG-UHFFFAOYSA-N,NCGC00016010-09,2140,training,2.0,,,,,,,,0.0,,0.0,,,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
2140,2141,NCGC00015655-09,MKFFGUZYVNDHIH-UHFFFAOYSA-N,NCGC00015655-09,2141,training,,,,,,,,,0.0,,0.0,,,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
2141,2142,NCGC00091208-09,WFJIVOKAWHGMBH-UHFFFAOYSA-N,NCGC00091208-09,2142,training,,,,,,,,,1.0,,0.0,,,CCCCCCc1ccc(O)cc1O
2142,2143,NCGC00263557-01,OOGJQPCLVADCPB-HXUWFJFHSA-N,NCGC00263557-01,2143,training,,,,,,,,,0.0,,0.0,,,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
2143,2144,NCGC00015701-06,NHTGHBARYWONDQ-JTQLQIEISA-N,NCGC00015701-06,2144,training,,,,,,,,,0.0,,0.0,,,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
2144,2145,NCGC00344525-01,OUYCCCASQSFEME-QMMMGPOBSA-N,NCGC00344525-01,2145,training,,,,,,,,,0.0,,0.0,,,N[C@@H](Cc1ccc(O)cc1)C(=O)O
2145,2146,NCGC00159393-03,CAHKINHBCWCHCF-JTQLQIEISA-N,NCGC00159393-03,2146,training,2.0,,,,,,,,0.0,,0.0,,,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
2146,2147,NCGC00160654-06,NUVBSKCKDOMJSU-UHFFFAOYSA-N,NCGC00160654-06,2147,training,,,,,,,,,0.0,,0.0,,,CCOC(=O)c1ccc(O)cc1
2147,2148,NCGC00016354-11,QFOHBWFCKVYLES-UHFFFAOYSA-N,NCGC00016354-11,2148,training,,,,,,,,,0.0,,0.0,,,CCCCOC(=O)c1ccc(O)cc1
2148,2149,NCGC00091655-05,NRZWYNLTFLDQQX-UHFFFAOYSA-N,NCGC00091655-05,2149,training,,,,,,,,,0.0,,0.0,,,CCC(C)(C)c1ccc(O)cc1
2149,2150,NCGC00166076-07,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,NCGC00166076-07,2150,training,3.0,,,,,,,,0.0,,0.0,,,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
2150,2151,NCGC00164534-02,FEPBITJSIHRMRT-UHFFFAOYSA-N,NCGC00164534-02,2151,training,,,,,,,,,0.0,,0.0,,,O=S(=O)(O)c1ccc(O)cc1
2151,2152,NCGC00094812-05,ODFJOVXVLFUVNQ-UHFFFAOYSA-N,NCGC00094812-05,2152,training,2.0,,,,,,,,0.0,,0.0,,,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
2152,2153,NCGC00016542-06,GEFQWZLICWMTKF-CDUCUWFYSA-N,NCGC00016542-06,2153,training,,,,,,,,,0.0,,0.0,,,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
2153,2154,NCGC00159406-12,ACFZEFCGESJKJH-JZGIKJSDSA-N,NCGC00159406-12,2154,training,2.0,,,,,,,,0.0,,0.0,,,NC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
2154,2155,NCGC00160472-02,PZMVOUYYNKPMSI-UHFFFAOYSA-N,NCGC00160472-02,2155,training,,,,,,,,,0.0,,0.0,,,CNCC(=O)c1ccc(O)c(O)c1
2155,2156,NCGC00253717-01,KBPUBCVJHFXPOC-UHFFFAOYSA-N,NCGC00253717-01,2156,training,,,,,,,,,0.0,,0.0,,,CCOC(=O)c1ccc(O)c(O)c1
2156,2157,NCGC00160628-03,IKGXIBQEEMLURG-NVPNHPEKSA-N,NCGC00160628-03,2157,training,3.0,,,,,,,,0.0,,0.0,,,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
2157,2158,NCGC00015397-10,BQJODPIMMWWMFC-UHFFFAOYSA-N,NCGC00015397-10,2158,training,1.0,,,,,,,,0.0,,0.0,,,CCN(CC)C(=O)c1ccc(O)c(OC)c1
2158,2159,NCGC00091645-07,MWOOGOJBHIARFG-UHFFFAOYSA-N,NCGC00091645-07,2159,training,0.0,,,,,,,,0.0,,0.0,,,COc1cc(C=O)ccc1O
2159,2160,NCGC00160162-04,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,NCGC00160162-04,2160,training,2.0,,,,,,,,0.0,,0.0,,,CN(C)CCc1ccc(O)cc1
2160,2161,NCGC00016011-14,DZGWFCGJZKJUFP-UHFFFAOYSA-N,NCGC00016011-14,2161,training,2.0,,,,,,,,0.0,,0.0,,,NCCc1ccc(O)cc1
2161,2162,NCGC00015519-11,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCGC00015519-11,2162,training,,,,,,,,,1.0,,0.0,,,NCCc1ccc(O)c(O)c1
2162,2163,NCGC00091338-06,CFKMVGJGLGKFKI-UHFFFAOYSA-N,NCGC00091338-06,2163,training,1.0,,,,,,,,0.0,,0.0,,,Cc1cc(O)ccc1Cl
2163,2164,NCGC00090814-07,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,NCGC00090814-07,2164,training,1.0,,,,,,,,0.0,,0.0,,,Oc1ccc(Cl)cc1
2164,2165,NCGC00164532-02,SSMYTAQHMUHRSK-UHFFFAOYSA-N,NCGC00164532-02,2165,training,4.0,,,,,,,,0.0,,0.0,,,CCC(=O)Nc1ccc(O)cc1
2165,2166,NCGC00016361-12,RZVAJINKPMORJF-UHFFFAOYSA-N,NCGC00016361-12,2166,training,4.0,,,,,,,,0.0,,0.0,,,CC(=O)Nc1ccc(O)cc1
2166,2167,NCGC00091423-08,QLNWXBAGRTUKKI-UHFFFAOYSA-N,NCGC00091423-08,2167,training,1.0,,,,,,,,0.0,,0.0,,,CC(=O)Nc1cccc(O)c1
2167,2168,NCGC00091501-06,GHMLBKRAJCXXBS-UHFFFAOYSA-N,NCGC00091501-06,2168,training,3.0,,,,,,,,0.0,,0.0,,,Oc1cccc(O)c1
2168,2169,NCGC00091454-07,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,NCGC00091454-07,2169,training,1.0,,,,,,,,0.0,,0.0,,,Oc1ccccc1
2169,2170,NCGC00181161-03,GYCKQBWUSACYIF-UHFFFAOYSA-N,NCGC00181161-03,2170,training,4.0,,,,,,,,0.0,,0.0,,,CCOC(=O)c1ccccc1O
2170,2171,NCGC00159324-04,FMRHJJZUHUTGKE-UHFFFAOYSA-N,NCGC00159324-04,2171,training,,,,,,,,,0.0,,0.0,,,CCCCC(CC)COC(=O)c1ccccc1O
2171,2172,NCGC00253631-01,OINXXHYENYVYPB-UHFFFAOYSA-N,NCGC00253631-01,2172,training,,,,,,,,,0.0,,0.0,,,Oc1ccccc1-c1nnco1
2172,2173,NCGC00017352-24,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,NCGC00017352-24,2173,training,,,,,,,,,1.0,,0.0,,,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
2173,2174,NCGC00095933-04,DNVVZWSVACQWJE-UHFFFAOYSA-N,NCGC00095933-04,2174,training,,,,,,,,,0.0,,0.0,,,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
2174,2175,NCGC00015321-11,JRWZLRBJNMZMFE-UHFFFAOYSA-N,NCGC00015321-11,2175,training,,,,,,,,,0.0,,0.0,,,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
2175,2176,NCGC00168748-02,KFQYTPMOWPVWEJ-INIZCTEOSA-N,NCGC00168748-02,2176,training,,,,,,,,,0.0,,0.0,,,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
2176,2177,NCGC00091330-07,NUZWLKWWNNJHPT-UHFFFAOYSA-N,NCGC00091330-07,2177,training,4.0,,,,,,,,0.0,,0.0,,,O=C1c2c(O)cccc2Cc2cccc(O)c21
2177,2178,NCGC00160475-02,LPSMMAHYAIVSQW-UHFFFAOYSA-N,NCGC00160475-02,2178,training,,,,,,,,,0.0,,0.0,,,Oc1ccccc1C=NCc1ccccc1
2178,2179,NCGC00090887-04,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,NCGC00090887-04,2179,training,4.0,,,,,,,,0.0,,0.0,,,O=C(Oc1ccccc1)c1ccccc1O
2179,2180,NCGC00094580-04,OFCNXPDARWKPPY-UHFFFAOYSA-N,NCGC00094580-04,2180,training,0.0,,,,,,,,0.0,,0.0,,,Oc1ncnc2[nH]ncc12
2180,2181,NCGC00274080-01,PROQIPRRNZUXQM-ZXXIGWHRSA-N,NCGC00274080-01,2181,training,3.0,,,,,,,,0.0,,0.0,,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
2181,2182,NCGC00023643-15,DNXHEGUUPJUMQT-CBZIJGRNSA-N,NCGC00023643-15,2182,training,3.0,,,,,,,,0.0,,0.0,,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
2182,2183,NCGC00091367-05,QBPFLULOKWLNNW-UHFFFAOYSA-N,NCGC00091367-05,2183,training,3.0,,,,,,,,1.0,,0.0,,,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
2183,2184,NCGC00096119-02,UGQMRVRMYYASKQ-KQYNXXCUSA-N,NCGC00096119-02,2184,training,3.0,,,,,,,,0.0,,0.0,,,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O
2184,2185,NCGC00182851-02,PIDANAQULIKBQS-RNUIGHNZSA-N,NCGC00182851-02,2185,training,,,,,,,,,0.0,,0.0,,,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
2185,2186,NCGC00178404-03,GFNANZIMVAIWHM-OBYCQNJPSA-N,NCGC00178404-03,2186,training,3.0,,,,,,,,0.0,,0.0,,,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
2186,2187,NCGC00090766-07,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,NCGC00090766-07,2187,training,3.0,,,,,,,,0.0,,0.0,,,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
2187,2188,NCGC00023939-11,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,NCGC00023939-11,2188,training,1.0,,,,,,,,0.0,,0.0,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
2188,2189,NCGC00179392-03,NBMKJKDGKREAPL-DVTGEIKXSA-N,NCGC00179392-03,2189,training,,,,,,,,,0.0,,0.0,,,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
2189,2190,NCGC00021761-05,WXURHACBFYSXBI-GQKYHHCASA-N,NCGC00021761-05,2190,training,,,,,,,,,0.0,,0.0,,,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
2190,2191,NCGC00022848-17,JYGXADMDTFJGBT-VWUMJDOOSA-N,NCGC00022848-17,2191,training,1.0,,,,,,,,0.0,,0.0,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
2191,2192,NCGC00274078-01,AAXVEMMRQDVLJB-BULBTXNYSA-N,NCGC00274078-01,2192,training,,,,,,,,,0.0,,0.0,,,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
2192,2193,NCGC00022735-06,VHRSUDSXCMQTMA-PJHHCJLFSA-N,NCGC00022735-06,2193,training,,,,,,,,,0.0,,0.0,,,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
2193,2194,NCGC00159474-03,MYYIMZRZXIQBGI-HVIRSNARSA-N,NCGC00159474-03,2194,training,,,,,,,,,0.0,,0.0,,,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
2194,2195,NCGC00179649-06,OIGNJSKKLXVSLS-VWUMJDOOSA-N,NCGC00179649-06,2195,training,3.0,,,,,,,,0.0,,0.0,,,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
2195,2196,NCGC00274077-01,BMCQMVFGOVHVNG-TUFAYURCSA-N,NCGC00274077-01,2196,training,,,,,,,,,0.0,,0.0,,,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
2196,2197,NCGC00024016-03,FZCHYNWYXKICIO-FZNHGJLXSA-N,NCGC00024016-03,2197,training,,,,,,,,,0.0,,0.0,,,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
2197,2198,NCGC00023234-05,POPFMWWJOGLOIF-XWCQMRHXSA-N,NCGC00023234-05,2198,training,0.0,,,,,,,,0.0,,0.0,,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
2198,2199,NCGC00021301-06,FEBLZLNTKCEFIT-VSXGLTOVSA-N,NCGC00021301-06,2199,training,,,,,,,,,0.0,,0.0,,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
2199,2200,NCGC00022472-10,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,NCGC00022472-10,2200,training,1.0,,,,,,,,0.0,,0.0,,,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
2200,2201,NCGC00016065-11,BGDKAVGWHJFAGW-UHFFFAOYSA-N,NCGC00016065-11,2201,training,4.0,,,,,,,,0.0,,0.0,,,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
2201,2202,NCGC00263533-01,JNTOCHDNEULJHD-UHFFFAOYSA-N,NCGC00263533-01,2202,training,1.0,,,,,,,,0.0,,0.0,,,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
2202,2203,NCGC00015471-08,IRSCQMHQWWYFCW-UHFFFAOYSA-N,NCGC00015471-08,2203,training,1.0,,,,,,,,0.0,,0.0,,,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
2203,2204,NCGC00159412-04,LENZDBCJOHFCAS-UHFFFAOYSA-N,NCGC00159412-04,2204,training,0.0,,,,,,,,0.0,,0.0,,,NC(CO)(CO)CO
2204,2205,NCGC00185990-04,BWHLPLXXIDYSNW-RFVHGSKJSA-N,NCGC00185990-04,2205,training,0.0,,,,,,,,0.0,,0.0,,,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O
2205,2206,NCGC00018099-09,KSCFJBIXMNOVSH-UHFFFAOYSA-N,NCGC00018099-09,2206,training,4.0,,,,,,,,0.0,,0.0,,,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
2206,2207,NCGC00179408-03,NBQNWMBBSKPBAY-UHFFFAOYSA-N,NCGC00179408-03,2207,training,3.0,,,,,,,,0.0,,0.0,,,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
2207,2208,NCGC00182070-03,UUMLTINZBQPNGF-UHFFFAOYSA-N,NCGC00182070-03,2208,training,3.0,,,,,,,,1.0,,0.0,,,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
2208,2209,NCGC00179364-03,AMDBBAQNWSUWGN-UHFFFAOYSA-N,NCGC00179364-03,2209,training,3.0,,,,,,,,0.0,,0.0,,,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I
2209,2210,NCGC00262962-01,QRIMLDXJAPZHJE-UHFFFAOYSA-N,NCGC00262962-01,2210,training,,,,,,,,,0.0,,0.0,,,C=C(C)C(=O)OCC(O)CO
2210,2211,NCGC00166144-03,GHBFNMLVSPCDGN-UHFFFAOYSA-N,NCGC00166144-03,2211,training,2.0,,,,,,,,0.0,,0.0,,,CCCCCCCC(=O)OCC(O)CO
2211,2212,NCGC00094908-06,JWDYCNIAQWPBHD-UHFFFAOYSA-N,NCGC00094908-06,2212,training,,,,,,,,,0.0,,0.0,,,Cc1ccccc1OCC(O)CO
2212,2213,NCGC00094689-06,HSRJKNPTNIJEKV-UHFFFAOYSA-N,NCGC00094689-06,2213,training,2.0,,,,,,,,0.0,,0.0,,,COc1ccccc1OCC(O)CO
2213,2214,NCGC00165973-02,PJUIMOJAAPLTRJ-UHFFFAOYSA-N,NCGC00165973-02,2214,training,1.0,,,,,,,,0.0,,0.0,,,OCC(O)CS
2214,2215,NCGC00015955-16,NDAUXUAQIAJITI-UHFFFAOYSA-N,NCGC00015955-16,2215,training,,,,,,,,,0.0,,0.0,,,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
2215,2216,NCGC00181337-03,DBHODFSFBXJZNY-UHFFFAOYSA-N,NCGC00181337-03,2216,training,3.0,,,,,,,,0.0,,0.0,,,OCc1ccc(Cl)cc1Cl
2216,2217,NCGC00094779-05,CQRYARSYNCAZFO-UHFFFAOYSA-N,NCGC00094779-05,2217,training,,,,,,,,,0.0,,0.0,,,OCc1ccccc1O
2217,2218,NCGC00166075-02,SHNUBALDGXWUJI-UHFFFAOYSA-N,NCGC00166075-02,2218,training,,,,,,,,,1.0,,0.0,,,OCc1ccccn1
2218,2219,NCGC00159400-07,MVQVNTPHUGQQHK-UHFFFAOYSA-N,NCGC00159400-07,2219,training,2.0,,,,,,,,0.0,,0.0,,,OCc1cccnc1
2219,2220,NCGC00160515-02,XUFXOAAUWZOOIT-SXARVLRPSA-N,NCGC00160515-02,2220,training,2.0,,,,,,,,0.0,,0.0,,,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
2220,2221,NCGC00095125-05,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,NCGC00095125-05,2221,training,,,,,,,,,0.0,,0.0,,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
2221,2222,NCGC00165987-03,VAJVDSVGBWFCLW-UHFFFAOYSA-N,NCGC00165987-03,2222,training,3.0,,,,,,,,0.0,,0.0,,,OCCCc1ccccc1
2222,2223,NCGC00164556-02,KINWYTAUPKOPCQ-YFKPBYRVSA-N,NCGC00164556-02,2223,training,,,,,,,,,0.0,,0.0,,,N[C@@H](CSCCCO)C(=O)O
2223,2224,NCGC00270540-02,IBAQFPQHRJAVAV-ULAWRXDQSA-N,NCGC00270540-02,2224,training,1.0,,,,,,,,0.0,,0.0,,,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
2224,2225,NCGC00164510-02,OSCTXCOERRNGLW-VOTSOKGWSA-N,NCGC00164510-02,2225,training,,,,,,,,,0.0,,0.0,,,O=C(/C=C/c1ccccc1)NCCO
2225,2226,NCGC00164265-02,TURHTASYUMWZCC-UHFFFAOYSA-N,NCGC00164265-02,2226,training,1.0,,,,,,,,0.0,,0.0,,,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-]
2226,2227,NCGC00090731-08,QCDWFXQBSFUVSP-UHFFFAOYSA-N,NCGC00090731-08,2227,training,1.0,,,,,,,,0.0,,0.0,,,OCCOc1ccccc1
2227,2228,NCGC00274074-01,SFNALCNOMXIBKG-UHFFFAOYSA-N,NCGC00274074-01,2228,training,1.0,,,,,,,,0.0,,0.0,,,CCCCCCCCCCCCOCCO
2228,2229,NCGC00095911-06,URKOMYMAXPYINW-UHFFFAOYSA-N,NCGC00095911-06,2229,training,,,,,,,,,0.0,,0.0,,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
2229,2230,NCGC00095074-05,YODZTKMDCQEPHD-UHFFFAOYSA-N,NCGC00095074-05,2230,training,3.0,,,,,,,,0.0,,0.0,,,OCCSCCO
2230,2231,NCGC00016668-06,FFKUDWZICMJVPA-UHFFFAOYSA-N,NCGC00016668-06,2231,training,0.0,,,,,,,,0.0,,0.0,,,O=C(O)c1ccccc1OP(=O)(O)O
2231,2232,NCGC00249894-01,XWLUWCNOOVRFPX-UHFFFAOYSA-N,NCGC00249894-01,2232,training,,,,,,,,,0.0,,0.0,,,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O
2232,2233,NCGC00015073-05,JKOQGQFVAUAYPM-UHFFFAOYSA-N,NCGC00015073-05,2233,training,,,,,,,,,0.0,,0.0,,,NCCCNCCSP(=O)(O)O
2233,2234,NCGC00159404-04,CXVGEDCSTKKODG-UHFFFAOYSA-N,NCGC00159404-04,2234,training,0.0,,,,,,,,0.0,,0.0,,,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
2234,2235,NCGC00164487-02,REJHVSOVQBJEBF-UHFFFAOYSA-N,NCGC00164487-02,2235,training,,,,,,,,,0.0,,0.0,,,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
2235,2236,NCGC00165999-03,HCAJEUSONLESMK-UHFFFAOYSA-N,NCGC00165999-03,2236,training,1.0,,,,,,,,0.0,,0.0,,,O=S(=O)(O)NC1CCCCC1
2236,2237,NCGC00160503-02,MVOUIYUWRXPNKD-UHFFFAOYSA-N,NCGC00160503-02,2237,training,1.0,,,,,,,,0.0,,0.0,,,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC
2237,2238,NCGC00160361-02,WQYRHRAZNNRDIA-UHFFFAOYSA-N,NCGC00160361-02,2238,training,1.0,,,,,,,,0.0,,0.0,,,COc1cc(C(=S)N2CCOCC2)ccc1O
2238,2239,NCGC00016760-08,CFOYWRHIYXMDOT-UHFFFAOYSA-N,NCGC00016760-08,2239,training,4.0,,,,,,,,0.0,,0.0,,,CCOC(=O)n1ccn(C)c1=S
2239,2240,NCGC00016229-14,KNAHARQHSZJURB-UHFFFAOYSA-N,NCGC00016229-14,2240,training,0.0,,,,,,,,0.0,,0.0,,,CCCc1cc(=O)[nH]c(=S)[nH]1
2240,2241,NCGC00094721-07,PMRYVIKBURPHAH-UHFFFAOYSA-N,NCGC00094721-07,2241,training,4.0,,,,,,,,0.0,,0.0,,,Cn1cc[nH]c1=S
2241,2242,NCGC00253651-01,PWOBDMNCYMQTCE-UHFFFAOYSA-N,NCGC00253651-01,2242,training,,,,,,,,,0.0,,0.0,,,Sc1ccccc1Cl
2242,2243,NCGC00259487-01,IKEHOXWJQXIQAG-UHFFFAOYSA-N,NCGC00259487-01,2243,training,,0.0,0.0,,,,,,,,,,,Cc1ccc(O)c(C(C)(C)C)c1
2243,2244,NCGC00166121-01,CXRFDZFCGOPDTD-UHFFFAOYSA-M,NCGC00166121-01,2244,training,,,0.0,,,,0.0,,,,,1.0,,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
2244,2245,NCGC00015959-03,INVGWHRKADIJHF-UHFFFAOYSA-N,NCGC00015959-03,2245,training,,1.0,0.0,,,,1.0,,,,,,,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
2245,2246,NCGC00094121-01,NFEIBWMZVIVJLQ-UHFFFAOYSA-N,NCGC00094121-01,2246,training,,,,,,,,,,0.0,,0.0,0.0,Cc1cccc(C)c1OCC(C)N.Cl
2246,2247,NCGC00094891-01,NJXWZWXCHBNOOG-UHFFFAOYSA-N,NCGC00094891-01,2247,training,,,0.0,0.0,,,,,,,,1.0,,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl
2247,2248,NCGC00015300-05,MIBSKSYCRFWIRU-UHFFFAOYSA-N,NCGC00015300-05,2248,training,,0.0,0.0,,,,0.0,,,,,,,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
2248,2249,NCGC00181158-01,GABVDWALKPAUEQ-UHFFFAOYSA-M,NCGC00181158-01,2249,training,,,0.0,1.0,,,1.0,,,,,,,Oc1ccccc1[Hg]Cl
2249,2250,NCGC00256156-01,TWMFGCHRALXDAR-UHFFFAOYSA-N,NCGC00256156-01,2250,training,,0.0,0.0,,,,,,,0.0,,,,CCCCCCCCCCCC(=O)NCCCN(C)C
2250,2251,NCGC00241107-01,KBLGKECLADKUHT-UHFFFAOYSA-N,NCGC00241107-01,2251,training,2.0,,0.0,,,,,,,,,1.0,1.0,CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
2251,2252,NCGC00258157-01,LAGQNGWYNLUQRI-UHFFFAOYSA-N,NCGC00258157-01,2252,training,4.0,,0.0,0.0,,,,,0.0,,,,,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
